9:
 num     #instances         #bytes  class name (module)
  73:           261          62640  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Class
  74:          1807          57824  kotlin.reflect.jvm.internal.impl.name.FqName
  75:          1424          56960  com.google.inject.Key
  76:          1725          55200  java.security.Provider$UString (java.base@21.0.6)
  77:          1369          54760  sun.reflect.annotation.AnnotationInvocationHandler (java.base@21.0.6)
  78:           201          54424  [Ljava.lang.ClassValue$Entry; (java.base@21.0.6)
  79:           839          53696  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@21.0.6)
  80:          1334          53360  kotlin.reflect.jvm.internal.impl.protobuf.SmallSortedMap$Entry
  81:          2198          52752  kotlin.reflect.jvm.internal.impl.protobuf.SmallSortedMap$EntrySet
  82:          1072          51456  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation
  83:          1608          51456  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@21.0.6)
  84:           140          51320  [Ljava.lang.invoke.MethodHandle; (java.base@21.0.6)
  85:          1063          51024  sun.util.locale.BaseLocale (java.base@21.0.6)
  86:           579          50952  kotlin.reflect.jvm.internal.impl.metadata.jvm.JvmProtoBuf$StringTableTypes$Record
  87:           564          49632  io.netty.channel.ChannelOutboundBuffer$Entry
  88:           428          47936  java.net.URL (java.base@21.0.6)
  89:          1494          47808  io.netty.handler.codec.http2.HpackHeaderField
  90:           664          47808  java.lang.invoke.LambdaForm (java.base@21.0.6)
  91:          1187          47480  com.google.inject.spi.Dependency
  92:           388          46560  com.google.common.cache.LocalCache$Segment
  93:          1439          46048  com.google.inject.TypeLiteral
  94:          1063          42520  java.util.Locale (java.base@21.0.6)
  95:           661          42304  java.lang.reflect.Parameter (java.base@21.0.6)
  96:          1044          41760  sun.util.locale.BaseLocale$Key (java.base@21.0.6)
  97:            11          41296  [Ljava.nio.ByteBuffer; (java.base@21.0.6)
  98:           854          40992  java.lang.ref.ReferenceQueue (java.base@21.0.6)
  99:           180          40320  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedPropertyDescriptor
 100:          1003          40120  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@21.0.6)
 101:           222          39072  java.lang.Thread (java.base@21.0.6)
 102:          1606          38544  sun.reflect.generics.tree.ClassTypeSignature (java.base@21.0.6)
 103:           354          36816  io.netty.handler.codec.http2.WeightedFairQueueByteDistributor$State
 104:           450          36000  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@21.0.6)
 105:           492          35424  java.util.WeakHashMap (java.base@21.0.6)
 106:           316          35392  kotlin.reflect.jvm.internal.KFunctionImpl
 107:           438          35040  java.lang.invoke.DirectMethodHandle$StaticAccessor (java.base@21.0.6)
 108:          1095          35040  org.bouncycastle.asn1.ASN1ObjectIdentifier
 109:           706          33888  java.lang.ref.WeakReference (java.base@21.0.6)
 110:           837          33480  java.lang.invoke.LambdaForm$NamedFunction (java.base@21.0.6)
 111:           148          33152  io.netty.channel.epoll.EpollSocketChannel
 112:           464          32016  [Ljava.lang.reflect.Field; (java.base@21.0.6)
 113:          1276          30624  java.util.LinkedHashSet (java.base@21.0.6)
 114:           629          30192  java.lang.Package (java.base@21.0.6)
 115:           198          30096  java.util.jar.JarFile$JarFileEntry (java.base@21.0.6)
 116:           534          29904  java.lang.invoke.BoundMethodHandle$Species_L (java.base@21.0.6)
 117:           178          29904  org.jvnet.hk2.internal.SystemDescriptor
 118:          1608          29624  [Lsun.reflect.generics.tree.TypeArgument; (java.base@21.0.6)
 119:           231          29568  kotlin.reflect.jvm.internal.KProperty1Impl
 120:           261          29232  com.google.protobuf.Descriptors$FieldDescriptor
 121:           946          28984  [Ljava.lang.reflect.Type; (java.base@21.0.6)
 122:            14          28896  [Lcom.aerospike.client.async.HashedWheelTimer$HashedWheelBucket;
 123:           164          28864  [Lio.netty.buffer.PoolThreadCache$MemoryRegionCache;
 124:           715          28600  java.util.LinkedList (java.base@21.0.6)
 125:           357          28560  kotlin.reflect.jvm.internal.impl.descriptors.impl.ValueParameterDescriptorImpl
 126:           356          28480  kotlin.reflect.jvm.internal.impl.metadata.jvm.JvmProtoBuf$JvmPropertySignature
 127:           705          28200  java.net.InetAddress$InetAddressHolder (java.base@21.0.6)
 128:          1164          27936  java.util.jar.Attributes$Name (java.base@21.0.6)
 129:           262          27248  com.google.protobuf.DescriptorProtos$FieldDescriptorProto
 130:           672          26880  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$MapBasedMemoizedFunction
 131:           174          26448  sun.nio.fs.UnixFileAttributes (java.base@21.0.6)
 132:           651          26040  com.google.inject.internal.SingleParameterInjector
 133:           123          25888  [Z (java.base@21.0.6)
 134:           805          25760  java.util.ArrayDeque (java.base@21.0.6)
 135:           402          25728  com.fasterxml.jackson.databind.introspect.AnnotatedMethod
 136:           453          25368  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Type$Argument
 137:           624          24960  java.util.LinkedList$Node (java.base@21.0.6)
 138:           169          24592  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@21.0.6)
 139:           384          24576  io.netty.buffer.PoolChunkList
 140:           498          23904  java.lang.invoke.MethodTypeForm (java.base@21.0.6)
 141:           211          23768  [Lio.netty.util.internal.PriorityQueueNode;
 142:           476          22848  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument
 143:           564          22560  kotlin.SynchronizedLazyImpl
 144:            84          22464  [Lio.netty.handler.codec.http2.HpackEncoder$NameEntry;
 145:            84          22464  [Lio.netty.handler.codec.http2.HpackEncoder$NameValueEntry;
 146:           896          21504  io.netty.buffer.IntPriorityQueue
 147:            76          21280  java.util.concurrent.atomic.Striped64$Cell (java.base@21.0.6)
 148:           665          21280  kotlin.reflect.jvm.internal.impl.name.ClassId
 149:            94          21056  org.glassfish.hk2.internal.ConstantActiveDescriptor
 150:           291          20952  java.lang.invoke.LambdaFormEditor$Transform (java.base@21.0.6)
 151:           174          20880  java.util.zip.ZipFile$Source (java.base@21.0.6)
 152:           432          20736  io.netty.handler.codec.CodecOutputList
 153:           517          20680  com.google.common.cache.LocalCache$StrongEntry
 154:           369          20664  java.util.IdentityHashMap (java.base@21.0.6)
 155:           284          20448  io.netty.util.collection.IntObjectHashMap
 156:           424          20352  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$Node
 157:           141          20304  com.fasterxml.jackson.databind.deser.CreatorProperty
 158:           844          20256  java.util.HashSet (java.base@21.0.6)
 159:           360          20160  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base@21.0.6)
 160:           358          20048  kotlin.reflect.jvm.internal.impl.types.SimpleTypeImpl
 161:           831          19944  java.util.LinkedHashMap$LinkedEntrySet (java.base@21.0.6)
 162:           356          19936  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$QualifiedNameTable$QualifiedName
 163:           153          19584  org.glassfish.hk2.utilities.DescriptorImpl
 164:           485          19400  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$MapBasedMemoizedFunctionToNotNull
 165:           805          19320  java.util.LinkedHashMap$LinkedKeySet (java.base@21.0.6)
 166:           601          19200  [Ljava.security.cert.Certificate; (java.base@21.0.6)
 167:           182          18928  kotlin.reflect.jvm.internal.impl.descriptors.impl.PropertyGetterDescriptorImpl
 168:           471          18840  java.math.BigInteger (java.base@21.0.6)
 169:           292          18688  com.google.inject.internal.ChildBindingAlreadySetError
 170:            97          18624  com.google.common.cache.LocalCache
 171:           582          18624  java.lang.Class$AnnotationData (java.base@21.0.6)
 172:           774          18576  java.util.Collections$SingletonList (java.base@21.0.6)
 173:           202          17776  io.netty.channel.DefaultChannelHandlerContext
 174:           443          17720  jdk.internal.reflect.MethodHandleObjectFieldAccessorImpl (java.base@21.0.6)
 175:           246          17712  java.util.logging.LogManager$LoggerWeakRef (java.logging@21.0.6)
 176:           130          17680  com.fasterxml.jackson.databind.deser.impl.FieldProperty
 177:           367          17616  kotlin.reflect.jvm.internal.impl.metadata.jvm.JvmProtoBuf$JvmMethodSignature
 178:           200          17600  java.lang.ClassValue$ClassValueMap (java.base@21.0.6)
 179:           550          17600  kotlin.reflect.jvm.internal.impl.renderer.DescriptorRendererOptionsImpl$property$$inlined$vetoable$1
 180:           733          17592  com.fasterxml.jackson.databind.introspect.AnnotationMap
 181:           243          17496  java.lang.Package$VersionInfo (java.base@21.0.6)
 182:            99          17424  io.netty.util.internal.InternalThreadLocalMap
 183:           192          16896  io.netty.util.concurrent.ScheduledFutureTask
 184:           351          16848  kotlin.reflect.jvm.internal.impl.metadata.jvm.JvmProtoBuf$JvmFieldSignature
 185:           172          16512  io.netty.channel.DefaultChannelPipeline$HeadContext
 186:           229          16488  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base@21.0.6)
 187:             1          16400  [Lkotlinx.coroutines.internal.ThreadSafeHeapNode;
 188:           670          16080  java.util.LinkedHashMap$LinkedValues (java.base@21.0.6)
 189:           502          16064  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@21.0.6)
 190:            30          15840  [Ljava.util.concurrent.ForkJoinTask; (java.base@21.0.6)
 191:           108          15552  java.net.URI (java.base@21.0.6)
 192:           647          15528  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$0
 193:           647          15528  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$1
 194:           647          15528  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$2
 195:           647          15528  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$3
 196:           647          15528  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$4
 197:            62          15376  io.netty.channel.epoll.EpollEventLoop
 198:           480          15360  io.netty.util.internal.DefaultPriorityQueue
 199:           174          15312  java.util.jar.JarFile (java.base@21.0.6)
 200:           636          15264  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$5
 201:           172          15136  io.netty.channel.ChannelOutboundBuffer
 202:           172          15136  io.netty.channel.DefaultChannelPipeline$TailContext
 203:           172          15136  java.nio.DirectByteBuffer (java.base@21.0.6)
 204:           172          15136  kotlin.reflect.jvm.internal.impl.serialization.deserialization.DeserializationContext
 205:            57          15048  io.grpc.netty.NettyClientHandler
 206:           376          15040  java.lang.module.ModuleDescriptor$Exports (java.base@21.0.6)
 207:           206          14832  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@21.0.6)
 208:           370          14800  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@21.0.6)
 209:           264          14784  sun.security.util.KnownOIDs (java.base@21.0.6)
 210:           205          14760  ch.qos.logback.classic.Logger
 211:           184          14720  com.google.inject.internal.ProviderInstanceBindingImpl
 212:           203          14616  java.util.zip.Inflater (java.base@21.0.6)
 213:           456          14592  java.util.Collections$SetFromMap (java.base@21.0.6)
 214:           303          14544  java.util.concurrent.FutureTask (java.base@21.0.6)
 215:            29          14384  io.grpc.internal.ManagedChannelImpl
 216:           223          14272  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Constructor
 217:           178          14240  java.io.FileCleanable (java.base@21.0.6)
 218:           584          14016  com.google.common.cache.LocalCache$StrongValueReference
 219:           172          13760  io.netty.channel.DefaultChannelPipeline
 220:           571          13704  java.lang.Long (java.base@21.0.6)
 221:            65          13520  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor
 222:           280          13440  com.fasterxml.jackson.databind.introspect.AnnotatedParameter
 223:           105          13440  java.util.regex.Pattern (java.base@21.0.6)
 224:           279          13392  java.lang.Thread$FieldHolder (java.base@21.0.6)
 225:           208          13312  sun.security.pkcs11.SunPKCS11$Descriptor (jdk.crypto.cryptoki@21.0.6)
 226:           236          13216  kotlin.reflect.jvm.internal.impl.serialization.deserialization.MemberDeserializer$$Lambda$5
 227:           141          12864  [Ljava.security.ProtectionDomain; (java.base@21.0.6)
 228:           532          12768  java.util.concurrent.atomic.AtomicReferenceArray (java.base@21.0.6)
 229:           499          12720  [Ljava.lang.reflect.Constructor; (java.base@21.0.6)
 230:           395          12640  java.net.Inet4Address (java.base@21.0.6)
 231:           394          12608  java.util.concurrent.atomic.LongAdder (java.base@21.0.6)
 232:           174          12528  jdk.internal.loader.URLClassPath$JarLoader (java.base@21.0.6)
 233:           104          12480  com.google.protobuf.DescriptorProtos$DescriptorProto
 234:           776          12416  java.util.concurrent.atomic.AtomicInteger (java.base@21.0.6)
 235:           310          12400  java.net.Inet6Address (java.base@21.0.6)
 236:           310          12400  java.net.Inet6Address$Inet6AddressHolder (java.base@21.0.6)
 237:           172          12384  kotlin.reflect.jvm.internal.impl.serialization.deserialization.TypeDeserializer
 238:           103          12360  com.google.protobuf.Descriptors$Descriptor
 239:           309          12360  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$LockBasedLazyValue
 240:           386          12352  com.fasterxml.jackson.databind.introspect.MemberKey
 241:            57          12312  io.grpc.netty.NettyClientTransport
 242:           219          12264  java.util.TreeMap$Entry (java.base@21.0.6)
 243:           255          12240  com.google.common.collect.LinkedHashMultiset
 244:           507          12168  com.google.common.collect.SingletonImmutableList
 245:           380          12160  java.util.concurrent.CopyOnWriteArrayList (java.base@21.0.6)
 246:           505          12120  kotlin.reflect.jvm.internal.impl.protobuf.LiteralByteString
 247:           168          12096  io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultEndpoint
 248:           502          12048  java.net.InetSocketAddress (java.base@21.0.6)
 249:           148          11840  io.netty.channel.epoll.EpollSocketChannel$EpollSocketChannelUnsafe
 250:           148          11840  io.netty.channel.epoll.EpollSocketChannelConfig
 251:           210          11760  java.lang.ClassValue$Entry (java.base@21.0.6)
 252:           360          11520  kotlin.reflect.jvm.internal.impl.descriptors.impl.FieldDescriptorImpl
 253:           143          11440  java.util.TreeMap (java.base@21.0.6)
 254:           476          11424  kotlin.reflect.jvm.internal.impl.utils.SmartSet
 255:           237          11376  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@21.0.6)
 256:           118          11328  io.netty.channel.AdaptiveRecvByteBufAllocator$HandleImpl
 257:           234          11232  io.netty.util.Recycler$LocalPool
 258:           117          11232  java.util.logging.Logger (java.logging@21.0.6)
 259:           278          11120  kotlin.reflect.jvm.internal.impl.types.KotlinTypeFactory$$Lambda$0
 260:           172          11008  io.netty.channel.AbstractChannel$CloseFuture
 261:           344          11008  io.netty.channel.VoidChannelPromise
 262:           195          10920  java.io.FileDescriptor (java.base@21.0.6)
 263:           221          10608  sun.security.util.ObjectIdentifier (java.base@21.0.6)
 264:           331          10592  com.google.inject.internal.WeakKeySet$KeyAndSource
 265:           186          10416  org.glassfish.hk2.utilities.cache.LRUHybridCache$OriginThreadAwareFuture
 266:           322          10304  sun.reflect.generics.factory.CoreReflectionFactory (java.base@21.0.6)
 267:           426          10224  org.glassfish.jersey.internal.routing.CombinedMediaType$EffectiveMediaType
 268:           424          10176  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$WeightedValue
 269:           159          10176  io.netty.buffer.PooledSlicedByteBuf
 270:           212          10176  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$TypeTable
 271:           316          10112  kotlin.reflect.jvm.internal.KFunctionImpl$$Lambda$0
 272:           127          10096  [S (java.base@21.0.6)
 273:           420          10080  io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultPropertyKey
 274:           420          10080  org.glassfish.hk2.utilities.reflection.internal.MethodWrapperImpl
 275:           209          10032  java.util.logging.LogManager$LogNode (java.logging@21.0.6)
 276:           185           9944  [Lsun.reflect.generics.tree.TypeSignature; (java.base@21.0.6)
 277:           138           9936  jdk.internal.ref.Cleaner (java.base@21.0.6)
 278:           155           9920  java.security.CodeSource (java.base@21.0.6)
 279:           307           9824  javax.management.ImmutableDescriptor (java.management@21.0.6)
 280:           153           9792  java.security.AccessControlContext (java.base@21.0.6)
 281:           174           9744  java.io.RandomAccessFile (java.base@21.0.6)
 282:           135           9720  java.net.NetworkInterface (java.base@21.0.6)
 283:            30           9600  java.util.concurrent.ForkJoinPool$WorkQueue (java.base@21.0.6)
 284:           199           9552  java.util.zip.ZipFile$CleanableResource (java.base@21.0.6)
 285:           132           9504  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21.0.6)
 286:           132           9504  java.lang.invoke.DirectMethodHandle$Accessor (java.base@21.0.6)
 287:           118           9440  com.google.inject.internal.ConstructorBindingImpl
 288:            84           9408  io.grpc.internal.TransportTracer
 289:           292           9344  com.google.inject.spi.Message
 290:            27           9288  io.grpc.netty.NettyServerHandler
 291:           288           9216  io.netty.util.internal.LongAdderCounter
 292:           230           9200  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@21.0.6)
 293:           228           9120  com.google.inject.spi.InjectionPoint
 294:           224           8960  com.fasterxml.jackson.databind.PropertyName
 295:           139           8896  com.google.inject.internal.SingletonScope$1
 296:           185           8880  sun.reflect.generics.tree.MethodTypeSignature (java.base@21.0.6)
 297:           250           8776  [Lcom.google.protobuf.Descriptors$FieldDescriptor;
 298:           268           8576  kotlin.reflect.jvm.internal.impl.types.IndexedParametersSubstitution
 299:            97           8536  io.netty.buffer.PoolThreadCache
 300:           213           8520  org.glassfish.jersey.server.internal.routing.WildcardMethodSelectingRouter$ConsumesProducesAcceptor
 301:           208           8320  com.sun.jmx.mbeanserver.ConvertingMethod (java.management@21.0.6)
 302:           173           8304  java.lang.module.ModuleDescriptor$Requires (java.base@21.0.6)
 303:           207           8280  jdk.internal.reflect.DirectMethodHandleAccessor (java.base@21.0.6)
 304:           258           8256  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@21.0.6)
 305:           170           8160  com.google.inject.spi.ElementSource
 306:           169           8112  com.fasterxml.jackson.databind.introspect.AnnotatedField
 307:           200           8000  io.undertow.util.HttpString
 308:           332           7968  jdk.internal.reflect.DirectConstructorHandleAccessor (java.base@21.0.6)
 309:           199           7960  io.grpc.InternalLogId
 310:            71           7952  java.lang.module.ModuleDescriptor (java.base@21.0.6)
 311:           329           7896  com.google.common.collect.RegularImmutableList
 312:           123           7872  com.google.inject.internal.MembersInjectorImpl
 313:           328           7872  java.lang.Character$UnicodeBlock (java.base@21.0.6)
 314:            97           7760  java.lang.StackTraceElement (java.base@21.0.6)
 315:           320           7680  com.google.inject.Key$AnnotationInstanceStrategy
 316:            30           7648  [Lio.netty.buffer.IntPriorityQueue;
 317:           238           7616  java.util.ImmutableCollections$Set12 (java.base@21.0.6)
 318:           134           7504  kotlin.reflect.jvm.internal.impl.resolve.scopes.SubstitutingScope
 319:           186           7440  org.glassfish.hk2.utilities.cache.LRUHybridCache$HybridCacheEntryImpl
 320:           103           7416  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$5
 321:            84           7392  io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder
 322:            84           7392  io.netty.handler.codec.http2.HpackEncoder
 323:           184           7360  java.io.File (java.base@21.0.6)
 324:           228           7296  com.google.inject.internal.ProvisionListenerCallbackStore$KeyBinding
 325:           130           7280  java.security.ProtectionDomain (java.base@21.0.6)
 326:           303           7272  kotlin.reflect.jvm.internal.KFunctionImpl$$Lambda$2
 327:           302           7248  java.util.HashMap$EntrySet (java.base@21.0.6)
 328:           226           7232  io.netty.channel.SucceededChannelFuture
 329:           150           7200  kotlin.reflect.jvm.internal.KParameterImpl
 330:           123           7176  [Lcom.google.inject.internal.SingleParameterInjector;
 331:           223           7136  java.util.regex.Pattern$BmpCharProperty (java.base@21.0.6)
 332:            89           7120  net.engio.mbassy.listener.MessageHandler
 333:           111           7104  java.lang.ref.Finalizer (java.base@21.0.6)
 334:            52           7072  kotlin.reflect.jvm.internal.KMutableProperty1Impl
 335:           268           7056  [Lkotlin.reflect.jvm.internal.impl.types.TypeProjection;
 336:           110           7048  [Ljava.lang.reflect.Parameter; (java.base@21.0.6)
 337:           125           7000  sun.reflect.generics.repository.ClassRepository (java.base@21.0.6)
 338:           145           6960  com.google.inject.internal.CycleDetectingLock$CycleDetectingLockFactory$ReentrantCycleDetectingLock
 339:           172           6880  com.google.inject.internal.MoreTypes$ParameterizedTypeImpl
 340:           172           6880  io.netty.channel.DefaultChannelId
 341:           285           6840  kotlin.reflect.jvm.internal.KPropertyImpl$$Lambda$1
 342:           284           6816  io.netty.util.collection.IntObjectHashMap$1
 343:           284           6816  io.netty.util.collection.IntObjectHashMap$EntrySet
 344:           284           6816  io.netty.util.collection.IntObjectHashMap$KeySet
 345:           284           6816  kotlin.reflect.jvm.internal.KFunctionImpl$$Lambda$1
 346:            37           6808  kotlin.reflect.jvm.internal.KClassImpl$Data
 347:           283           6792  kotlin.reflect.jvm.internal.KProperty1Impl$$Lambda$1
 348:           283           6792  kotlin.reflect.jvm.internal.impl.types.TypeSubstitutor
 349:            29           6728  io.grpc.internal.InternalSubchannel
 350:            84           6720  io.netty.handler.codec.http2.DefaultHttp2Connection
 351:            69           6624  jdk.internal.module.ModuleReferenceImpl (java.base@21.0.6)
 352:           118           6608  java.util.logging.Logger$ConfigurationData (java.logging@21.0.6)
 353:            75           6600  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedMemberScope$OptimizedImplementation
 354:            41           6560  kotlin.reflect.jvm.internal.impl.load.java.lazy.descriptors.LazyJavaClassMemberScope
 355:           203           6496  java.util.zip.Inflater$InflaterZStreamRef (java.base@21.0.6)
 356:           162           6480  io.netty.handler.codec.http2.HpackEncoder$NameEntry
 357:           100           6400  com.aerospike.connect.metrics.AerospikeGauge
 358:           266           6384  java.util.Collections$UnmodifiableSet (java.base@21.0.6)
 359:           264           6336  io.grpc.internal.ReflectionLongAdderCounter
 360:            72           6336  java.lang.Module (java.base@21.0.6)
 361:           198           6336  java.net.InterfaceAddress (java.base@21.0.6)
 362:           263           6312  java.util.concurrent.atomic.AtomicLong (java.base@21.0.6)
 363:           259           6216  java.util.HashMap$KeySet (java.base@21.0.6)
 364:           258           6192  kotlin.reflect.jvm.internal.KPropertyImpl$$Lambda$0
 365:           257           6168  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.NonEmptyDeserializedAnnotations
 366:           110           6160  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$4
