9:
 num     #instances         #bytes  class name (module)
 233:          3296         184576  java.lang.ref.SoftReference (java.base@21.0.6)
 234:          1716         183192  [Ljava.lang.String; (java.base@21.0.6)
 235:          5632         180224  com.aerospike.client.async.HashedWheelTimer$HashedWheelBucket
 236:          3749         179952  io.grpc.LoadBalancer$PickResult
 237:         11073         177232  [[Ljava.lang.Object; (java.base@21.0.6)
 238:         10922         174752  [Ljava.net.NetworkInterface; (java.base@21.0.6)
 239:         10877         174032  io.grpc.internal.ExponentialBackoffPolicy$Provider
 240:         10859         173744  io.grpc.netty.ProtocolNegotiators$PlaintextProtocolNegotiator
 241:         10857         173712  io.grpc.netty.NettyChannelBuilder$LocalSocketPicker
 242:          6594         158256  java.util.concurrent.locks.ReentrantLock (java.base@21.0.6)
 243:          3185         152880  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 244:          2314         148096  io.grpc.internal.ExponentialBackoffPolicy
 245:          2278         145792  java.util.WeakHashMap$Entry (java.base@21.0.6)
 246:           891         144560  [Ljava.util.WeakHashMap$Entry; (java.base@21.0.6)
 247:          2975         142800  jdk.internal.util.WeakReferenceKey (java.base@21.0.6)
 248:          3770         140208  [Ljava.lang.Class; (java.base@21.0.6)
 249:           236         137824  io.netty.util.internal.shaded.org.jctools.queues.MpscUnboundedArrayQueue
 250:          2092         133888  sun.util.locale.LocaleObjectCache$CacheEntry (java.base@21.0.6)
 251:          2079         133056  kotlin.reflect.jvm.internal.impl.protobuf.SmallSortedMap$1
 252:          3089         123560  java.util.concurrent.locks.AbstractQueuedSynchronizer$SharedNode (java.base@21.0.6)
 253:            10         117360  [Ljava.util.Hashtable$Entry; (java.base@21.0.6)
 254:           818         107976  [Ljava.lang.ref.SoftReference; (java.base@21.0.6)
 255:          3047          97504  java.lang.invoke.ResolvedMethodName (java.base@21.0.6)
 256:          1088          95744  io.netty.channel.ChannelOutboundBuffer$Entry
 257:          1952          93696  java.lang.invoke.LambdaForm$Name (java.base@21.0.6)
 258:           526          92576  java.lang.Thread (java.base@21.0.6)
 259:          3748          89952  io.grpc.internal.PickFirstLoadBalancer$Picker
 260:           578          83232  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Function
 261:          1118          80496  java.lang.invoke.DirectMethodHandle$Constructor (java.base@21.0.6)
 262:          1341          75096  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base@21.0.6)
 263:          2316          74112  java.util.Random (java.base@21.0.6)
 264:           715          68640  java.util.concurrent.ConcurrentHashMap (java.base@21.0.6)
 265:          1180          66080  java.lang.invoke.DirectMethodHandle (java.base@21.0.6)
 266:           573          64176  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Type
 267:           344          60544  [Lio.netty.buffer.PoolThreadCache$MemoryRegionCache;
 268:          1424          56960  com.google.inject.Key
 269:           497          55664  java.lang.reflect.Field (java.base@21.0.6)
 270:           385          55568  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@21.0.6)
 271:          1725          55200  java.security.Provider$UString (java.base@21.0.6)
 272:           201          54424  [Ljava.lang.ClassValue$Entry; (java.base@21.0.6)
 273:           837          53568  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@21.0.6)
 274:          1113          53424  kotlin.reflect.jvm.internal.impl.name.FqNameUnsafe
 275:           143          52928  [Ljava.lang.invoke.MethodHandle; (java.base@21.0.6)
 276:          1313          52520  sun.reflect.annotation.AnnotationInvocationHandler (java.base@21.0.6)
 277:          1063          51024  sun.util.locale.BaseLocale (java.base@21.0.6)
 278:          1586          50752  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@21.0.6)
 279:          1050          50400  java.lang.ref.ReferenceQueue (java.base@21.0.6)
 280:          2079          49896  kotlin.reflect.jvm.internal.impl.protobuf.FieldSet
 281:           688          49536  java.util.WeakHashMap (java.base@21.0.6)
 282:           768          49152  io.netty.buffer.PoolChunkList
 283:          1024          49152  io.netty.handler.codec.CodecOutputList
 284:           563          48600  [Ljava.lang.invoke.LambdaForm$Name; (java.base@21.0.6)
 285:           428          47936  java.net.URL (java.base@21.0.6)
 286:          1196          47840  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@21.0.6)
