9:
 num     #instances         #bytes  class name (module)
  55:          2560          81920  com.aerospike.client.async.HashedWheelTimer$HashedWheelBucket
  56:           138          81696  io.netty.util.internal.shaded.org.jctools.queues.MpscChunkedArrayQueue
  57:          2028          81120  io.netty.buffer.PoolThreadCache$SubPageMemoryRegionCache
  58:          1688          81024  kotlin.reflect.jvm.internal.impl.name.FqNameUnsafe
  59:          1123          80856  java.lang.invoke.DirectMethodHandle$Constructor (java.base@21.0.6)
  60:           765          79560  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument$Value
  61:           583          79288  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Property
  62:          1944          77760  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$LockBasedNotNullLazyValue
  63:           358          74464  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedSimpleFunctionDescriptor
  64:          2693          64632  kotlin.reflect.jvm.internal.impl.name.Name
  65:           242          63888  io.grpc.netty.NettyClientHandler
  66:           285          63840  io.netty.channel.epoll.EpollSocketChannel
  67:           643          63024  [Ljava.lang.invoke.LambdaForm$Name; (java.base@21.0.6)
  68:           261          62640  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Class
  69:           564          61544  [Lio.netty.util.internal.PriorityQueueNode;
  70:          1095          61320  java.lang.invoke.DirectMethodHandle (java.base@21.0.6)
  71:          2508          60192  java.util.concurrent.locks.ReentrantLock (java.base@21.0.6)
  72:            48          59904  [Lio.netty.buffer.PoolSubpage;
  73:          1807          57824  kotlin.reflect.jvm.internal.impl.name.FqName
  74:          1424          56960  com.google.inject.Key
  75:          1725          55200  java.security.Provider$UString (java.base@21.0.6)
  76:           528          54912  io.netty.handler.codec.http2.WeightedFairQueueByteDistributor$State
  77:          1369          54760  sun.reflect.annotation.AnnotationInvocationHandler (java.base@21.0.6)
  78:           685          54736  [S (java.base@21.0.6)
  79:           201          54424  [Ljava.lang.ClassValue$Entry; (java.base@21.0.6)
  80:          1334          53360  kotlin.reflect.jvm.internal.impl.protobuf.SmallSortedMap$Entry
  81:           829          53056  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@21.0.6)
  82:          2198          52752  kotlin.reflect.jvm.internal.impl.protobuf.SmallSortedMap$EntrySet
  83:           242          52272  io.grpc.netty.NettyClientTransport
  84:          1072          51456  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation
  85:          1608          51456  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base@21.0.6)
  86:          1063          51024  sun.util.locale.BaseLocale (java.base@21.0.6)
  87:           579          50952  kotlin.reflect.jvm.internal.impl.metadata.jvm.JvmProtoBuf$StringTableTypes$Record
  88:           135          48640  [Ljava.lang.invoke.MethodHandle; (java.base@21.0.6)
  89:           268          48576  [Lio.netty.handler.codec.http2.HpackEncoder$NameEntry;
  90:           268          48576  [Lio.netty.handler.codec.http2.HpackEncoder$NameValueEntry;
  91:           428          47936  java.net.URL (java.base@21.0.6)
  92:          1183          47320  com.google.inject.spi.Dependency
  93:           388          46560  com.google.common.cache.LocalCache$Segment
  94:          1439          46048  com.google.inject.TypeLiteral
  95:           638          45936  java.lang.invoke.LambdaForm (java.base@21.0.6)
  96:          1421          45472  java.util.ArrayDeque (java.base@21.0.6)
  97:           515          45320  io.netty.channel.DefaultChannelHandlerContext
  98:           622          44784  io.netty.util.collection.IntObjectHashMap
  99:          1063          42520  java.util.Locale (java.base@21.0.6)
 100:           661          42304  java.lang.reflect.Parameter (java.base@21.0.6)
 101:          1044          41760  sun.util.locale.BaseLocale$Key (java.base@21.0.6)
 102:            11          41296  [Ljava.nio.ByteBuffer; (java.base@21.0.6)
 103:           727          40712  java.util.IdentityHashMap (java.base@21.0.6)
 104:           180          40320  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedPropertyDescriptor
 105:            68          39712  io.netty.util.internal.shaded.org.jctools.queues.MpscUnboundedArrayQueue
 106:          1222          39104  io.netty.handler.codec.http2.HpackHeaderField
 107:           536          38592  io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultEndpoint
 108:          1606          38544  sun.reflect.generics.tree.ClassTypeSignature (java.base@21.0.6)
 109:           795          38160  java.lang.ref.ReferenceQueue (java.base@21.0.6)
 110:           934          37360  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base@21.0.6)
 111:          1475          35400  java.util.LinkedHashSet (java.base@21.0.6)
 112:           316          35392  kotlin.reflect.jvm.internal.KFunctionImpl
 113:          1095          35040  org.bouncycastle.asn1.ASN1ObjectIdentifier
 114:           720          34560  java.lang.ref.WeakReference (java.base@21.0.6)
 115:           423          33840  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base@21.0.6)
 116:           807          32280  java.lang.invoke.LambdaForm$NamedFunction (java.base@21.0.6)
 117:          1340          32160  io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultPropertyKey
 118:           398          31840  java.lang.invoke.DirectMethodHandle$StaticAccessor (java.base@21.0.6)
 119:           433          31176  java.util.WeakHashMap (java.base@21.0.6)
 120:           460          30256  [Ljava.lang.reflect.Field; (java.base@21.0.6)
 121:           629          30192  java.lang.Package (java.base@21.0.6)
 122:           753          30120  kotlin.SynchronizedLazyImpl
 123:           198          30096  java.util.jar.JarFile$JarFileEntry (java.base@21.0.6)
 124:           268          30016  io.grpc.internal.TransportTracer
 125:           178          29904  org.jvnet.hk2.internal.SystemDescriptor
 126:          1608          29624  [Lsun.reflect.generics.tree.TypeArgument; (java.base@21.0.6)
 127:           231          29568  kotlin.reflect.jvm.internal.KProperty1Impl
 128:           261          29232  com.google.protobuf.Descriptors$FieldDescriptor
 129:           946          28984  [Ljava.lang.reflect.Type; (java.base@21.0.6)
 130:           299          28704  io.netty.channel.DefaultChannelPipeline$HeadContext
 131:           715          28600  java.util.LinkedList (java.base@21.0.6)
 132:           357          28560  kotlin.reflect.jvm.internal.impl.descriptors.impl.ValueParameterDescriptorImpl
 133:           356          28480  kotlin.reflect.jvm.internal.impl.metadata.jvm.JvmProtoBuf$JvmPropertySignature
 134:           507          28392  java.lang.invoke.BoundMethodHandle$Species_L (java.base@21.0.6)
 135:          1164          27936  java.util.jar.Attributes$Name (java.base@21.0.6)
 136:           262          27248  com.google.protobuf.DescriptorProtos$FieldDescriptorProto
 137:           672          26880  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$MapBasedMemoizedFunction
 138:           667          26680  java.net.InetAddress$InetAddressHolder (java.base@21.0.6)
 139:           174          26448  sun.nio.fs.UnixFileAttributes (java.base@21.0.6)
 140:           823          26336  io.netty.util.internal.DefaultPriorityQueue
 141:           299          26312  io.netty.channel.ChannelOutboundBuffer
 142:           299          26312  io.netty.channel.DefaultChannelPipeline$TailContext
 143:           328          26240  java.util.TreeMap (java.base@21.0.6)
 144:           651          26040  com.google.inject.internal.SingleParameterInjector
 145:           402          25728  com.fasterxml.jackson.databind.introspect.AnnotatedMethod
 146:           120          25568  [Z (java.base@21.0.6)
 147:           453          25368  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Type$Argument
 148:           523          25104  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 149:           624          24960  java.util.LinkedList$Node (java.base@21.0.6)
 150:           299          23920  io.netty.channel.DefaultChannelPipeline
 151:           738          23616  java.util.concurrent.atomic.LongAdder (java.base@21.0.6)
 152:           268          23584  io.netty.handler.codec.http2.DefaultHttp2ConnectionDecoder
 153:           268          23584  io.netty.handler.codec.http2.HpackEncoder
 154:            47          23312  io.grpc.internal.ManagedChannelImpl
 155:           717          22944  io.netty.util.Recycler$DefaultHandle
 156:           476          22848  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Annotation$Argument
 157:           285          22800  io.netty.channel.epoll.EpollSocketChannel$EpollSocketChannelUnsafe
 158:           285          22800  io.netty.channel.epoll.EpollSocketChannelConfig
 159:           950          22800  java.lang.Long (java.base@21.0.6)
 160:           472          22656  java.lang.invoke.MethodTypeForm (java.base@21.0.6)
 161:           125          22000  java.lang.Thread (java.base@21.0.6)
 162:           898          21552  java.util.HashSet (java.base@21.0.6)
 163:           268          21440  io.netty.handler.codec.http2.DefaultHttp2Connection
 164:           665          21280  kotlin.reflect.jvm.internal.impl.name.ClassId
 165:            94          21056  org.glassfish.hk2.internal.ConstantActiveDescriptor
 166:           174          20880  java.util.zip.ZipFile$Source (java.base@21.0.6)
 167:           517          20680  com.google.common.cache.LocalCache$StrongEntry
 168:            10          20640  [Lcom.aerospike.client.async.HashedWheelTimer$HashedWheelBucket;
 169:           424          20352  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$Node
 170:           141          20304  com.fasterxml.jackson.databind.deser.CreatorProperty
 171:           634          20288  java.util.Collections$SetFromMap (java.base@21.0.6)
 172:           838          20112  java.util.LinkedHashMap$LinkedEntrySet (java.base@21.0.6)
 173:           358          20048  kotlin.reflect.jvm.internal.impl.types.SimpleTypeImpl
 174:           356          19936  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$QualifiedNameTable$QualifiedName
 175:           828          19872  java.util.LinkedHashMap$LinkedKeySet (java.base@21.0.6)
 176:           274          19728  java.lang.invoke.LambdaFormEditor$Transform (java.base@21.0.6)
 177:           153          19584  org.glassfish.hk2.utilities.DescriptorImpl
 178:           485          19400  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$MapBasedMemoizedFunctionToNotNull
 179:           242          19360  io.grpc.internal.CallCredentialsApplyingTransportFactory$CallCredentialsApplyingTransport
 180:           268          19296  io.grpc.netty.AbstractNettyHandler$FlowControlPinger
 181:           268          19296  io.netty.handler.codec.http2.Http2Settings
 182:           601          19200  [Ljava.security.cert.Certificate; (java.base@21.0.6)
 183:           299          19136  io.netty.channel.AbstractChannel$CloseFuture
 184:           598          19136  io.netty.channel.VoidChannelPromise
 185:           182          18928  kotlin.reflect.jvm.internal.impl.descriptors.impl.PropertyGetterDescriptorImpl
 186:           471          18840  java.math.BigInteger (java.base@21.0.6)
 187:           292          18688  com.google.inject.internal.ChildBindingAlreadySetError
 188:            97          18624  com.google.common.cache.LocalCache
 189:           582          18624  java.lang.Class$AnnotationData (java.base@21.0.6)
 190:           774          18576  java.util.Collections$SingletonList (java.base@21.0.6)
 191:           104          18304  [Lio.netty.buffer.PoolThreadCache$MemoryRegionCache;
 192:           126          18144  java.net.URI (java.base@21.0.6)
 193:           248          17856  java.util.logging.LogManager$LoggerWeakRef (java.logging@21.0.6)
 194:           554          17728  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@21.0.6)
 195:           130          17680  com.fasterxml.jackson.databind.deser.impl.FieldProperty
 196:           367          17616  kotlin.reflect.jvm.internal.impl.metadata.jvm.JvmProtoBuf$JvmMethodSignature
 197:           200          17600  java.lang.ClassValue$ClassValueMap (java.base@21.0.6)
 198:           550          17600  kotlin.reflect.jvm.internal.impl.renderer.DescriptorRendererOptionsImpl$property$$inlined$vetoable$1
 199:           733          17592  com.fasterxml.jackson.databind.introspect.AnnotationMap
 200:           243          17496  java.lang.Package$VersionInfo (java.base@21.0.6)
 201:           432          17280  io.grpc.InternalLogId
 202:           239          17208  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base@21.0.6)
 203:           268          17152  io.netty.handler.codec.http2.DefaultHttp2Connection$ConnectionStream
 204:           268          17152  io.netty.handler.codec.http2.DefaultHttp2LocalFlowController$AutoRefillState
 205:           268          17152  io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController
 206:           268          17152  io.netty.handler.codec.http2.WeightedFairQueueByteDistributor
 207:           351          16848  kotlin.reflect.jvm.internal.impl.metadata.jvm.JvmProtoBuf$JvmFieldSignature
 208:           670          16080  java.util.LinkedHashMap$LinkedValues (java.base@21.0.6)
 209:           402          16080  jdk.internal.reflect.MethodHandleObjectFieldAccessorImpl (java.base@21.0.6)
 210:           216          15552  io.grpc.StatusException
 211:           647          15528  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$0
 212:           647          15528  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$1
 213:           647          15528  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$2
 214:           647          15528  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$3
 215:           647          15528  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$4
 216:           174          15312  java.util.jar.JarFile (java.base@21.0.6)
 217:           636          15264  kotlin.reflect.jvm.internal.KCallableImpl$$Lambda$5
 218:           172          15136  kotlin.reflect.jvm.internal.impl.serialization.deserialization.DeserializationContext
 219:           471          15072  java.util.concurrent.ConcurrentLinkedQueue$Node (java.base@21.0.6)
 220:           376          15040  java.lang.module.ModuleDescriptor$Exports (java.base@21.0.6)
 221:           268          15008  io.netty.handler.codec.http2.DefaultHttp2ConnectionEncoder
 222:           268          15008  io.netty.handler.codec.http2.DefaultHttp2FrameReader
 223:           268          15008  io.netty.handler.codec.http2.DefaultHttp2LocalFlowController
 224:           268          15008  io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$FlowState
 225:           268          15008  io.netty.handler.codec.http2.HpackDecoder
 226:           622          14928  io.netty.util.collection.IntObjectHashMap$1
 227:           622          14928  io.netty.util.collection.IntObjectHashMap$EntrySet
 228:           622          14928  io.netty.util.collection.IntObjectHashMap$KeySet
 229:           370          14800  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base@21.0.6)
 230:           924          14784  java.util.concurrent.atomic.AtomicInteger (java.base@21.0.6)
 231:           264          14784  sun.security.util.KnownOIDs (java.base@21.0.6)
 232:           205          14760  java.util.zip.Inflater (java.base@21.0.6)
 233:           184          14720  com.google.inject.internal.ProviderInstanceBindingImpl
 234:           303          14544  java.util.concurrent.FutureTask (java.base@21.0.6)
 235:           201          14472  ch.qos.logback.classic.Logger
 236:           128          14336  io.netty.buffer.PooledUnsafeDirectByteBuf
 237:           223          14272  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$Constructor
 238:           178          14240  java.io.FileCleanable (java.base@21.0.6)
 239:           584          14016  com.google.common.cache.LocalCache$StrongValueReference
 240:           571          13704  io.grpc.internal.ReflectionLongAdderCounter
 241:           242          13552  io.netty.handler.codec.http2.StreamBufferingEncoder
 242:            65          13520  kotlin.reflect.jvm.internal.impl.serialization.deserialization.descriptors.DeserializedClassDescriptor
 243:           280          13440  com.fasterxml.jackson.databind.introspect.AnnotatedParameter
 244:           104          13312  java.util.regex.Pattern (java.base@21.0.6)
 245:           208          13312  sun.security.pkcs11.SunPKCS11$Descriptor (jdk.crypto.cryptoki@21.0.6)
 246:           554          13296  java.net.InetSocketAddress (java.base@21.0.6)
 247:           236          13216  kotlin.reflect.jvm.internal.impl.serialization.deserialization.MemberDeserializer$$Lambda$5
 248:           409          13088  java.net.Inet4Address (java.base@21.0.6)
 249:            88          12928  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base@21.0.6)
 250:           268          12864  io.grpc.netty.WriteQueue
 251:           268          12864  io.netty.handler.codec.http2.DefaultHttp2Connection$ActiveStreams
 252:           268          12864  io.netty.handler.codec.http2.HpackDynamicTable
 253:           268          12864  io.netty.handler.codec.http2.HpackHuffmanEncoder
 254:           532          12768  java.util.concurrent.atomic.AtomicReferenceArray (java.base@21.0.6)
 255:           499          12720  [Ljava.lang.reflect.Constructor; (java.base@21.0.6)
 256:           174          12528  jdk.internal.loader.URLClassPath$JarLoader (java.base@21.0.6)
 257:           104          12480  com.google.protobuf.DescriptorProtos$DescriptorProto
 258:           222          12432  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base@21.0.6)
 259:           141          12408  io.netty.util.concurrent.ScheduledFutureTask
 260:           387          12384  java.util.concurrent.ConcurrentLinkedQueue (java.base@21.0.6)
 261:           172          12384  kotlin.reflect.jvm.internal.impl.serialization.deserialization.TypeDeserializer
 262:           103          12360  com.google.protobuf.Descriptors$Descriptor
 263:           309          12360  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$LockBasedLazyValue
 264:           386          12352  com.fasterxml.jackson.databind.introspect.MemberKey
 265:           192          12288  io.netty.buffer.PoolChunkList
 266:           256          12288  io.netty.handler.codec.CodecOutputList
 267:           219          12264  java.util.TreeMap$Entry (java.base@21.0.6)
 268:           255          12240  com.google.common.collect.LinkedHashMultiset
 269:           507          12168  com.google.common.collect.SingletonImmutableList
 270:           505          12120  kotlin.reflect.jvm.internal.impl.protobuf.LiteralByteString
 271:           216          12096  java.nio.channels.UnresolvedAddressException (java.base@21.0.6)
 272:           378          12096  java.util.concurrent.CopyOnWriteArrayList (java.base@21.0.6)
 273:            52          12064  io.grpc.internal.InternalSubchannel
 274:           299          11960  io.netty.channel.DefaultChannelId
 275:           369          11808  io.grpc.EquivalentAddressGroup
 276:           210          11760  java.lang.ClassValue$Entry (java.base@21.0.6)
 277:           480          11520  io.netty.buffer.IntPriorityQueue
 278:           360          11520  kotlin.reflect.jvm.internal.impl.descriptors.impl.FieldDescriptorImpl
 279:           286          11440  io.netty.channel.AdaptiveRecvByteBufAllocator
 280:           476          11424  kotlin.reflect.jvm.internal.impl.utils.SmartSet
 281:           351          11232  io.netty.channel.SucceededChannelFuture
 282:           117          11232  java.util.logging.Logger (java.logging@21.0.6)
 283:           278          11120  kotlin.reflect.jvm.internal.impl.types.KotlinTypeFactory$$Lambda$0
 284:            21          11088  [Ljava.util.concurrent.ForkJoinTask; (java.base@21.0.6)
 285:           268          10720  io.grpc.netty.Utils$FlowControlReader
 286:           268          10720  io.netty.handler.codec.http2.DefaultHttp2HeadersEncoder
 287:           268          10720  io.netty.handler.codec.http2.HpackHuffmanEncoder$EncodeProcessor
 288:           190          10640  java.io.FileDescriptor (java.base@21.0.6)
 289:           221          10608  sun.security.util.ObjectIdentifier (java.base@21.0.6)
 290:           331          10592  com.google.inject.internal.WeakKeySet$KeyAndSource
 291:           330          10560  com.github.benmanes.caffeine.cache.TimerWheel$Sentinel
 292:           186          10416  org.glassfish.hk2.utilities.cache.LRUHybridCache$OriginThreadAwareFuture
 293:           216          10368  io.grpc.netty.ProtocolNegotiators$WaitUntilActiveHandler
 294:           258          10320  java.net.Inet6Address (java.base@21.0.6)
 295:           258          10320  java.net.Inet6Address$Inet6AddressHolder (java.base@21.0.6)
 296:           322          10304  sun.reflect.generics.factory.CoreReflectionFactory (java.base@21.0.6)
 297:           426          10224  org.glassfish.jersey.internal.routing.CombinedMediaType$EffectiveMediaType
 298:           424          10176  com.fasterxml.jackson.databind.util.internal.PrivateMaxEntriesMap$WeightedValue
 299:           424          10176  java.util.IdentityHashMap$KeySet (java.base@21.0.6)
 300:           212          10176  kotlin.reflect.jvm.internal.impl.metadata.ProtoBuf$TypeTable
 301:           316          10112  kotlin.reflect.jvm.internal.KFunctionImpl$$Lambda$0
 302:           420          10080  org.glassfish.hk2.utilities.reflection.internal.MethodWrapperImpl
 303:           314          10048  io.netty.util.internal.logging.LocationAwareSlf4JLogger
 304:           251          10040  io.grpc.Status
 305:           209          10032  java.util.logging.LogManager$LogNode (java.logging@21.0.6)
 306:           185           9944  [Lsun.reflect.generics.tree.TypeSignature; (java.base@21.0.6)
 307:           155           9920  java.security.CodeSource (java.base@21.0.6)
 308:           137           9864  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21.0.6)
 309:            56           9856  io.netty.util.internal.InternalThreadLocalMap
 310:           307           9824  javax.management.ImmutableDescriptor (java.management@21.0.6)
 311:           174           9744  java.io.RandomAccessFile (java.base@21.0.6)
 312:           242           9680  io.grpc.netty.ClientTransportLifecycleManager
 313:           242           9680  io.grpc.netty.GrpcHttp2HeadersUtils$GrpcHttp2ClientHeadersDecoder
 314:           240           9600  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@21.0.6)
 315:           199           9552  java.util.zip.ZipFile$CleanableResource (java.base@21.0.6)
 316:           170           9520  com.aerospike.vector.index.InternalIndexId
 317:           108           9504  java.nio.DirectByteBuffer (java.base@21.0.6)
 318:           118           9440  com.google.inject.internal.ConstructorBindingImpl
 319:           292           9344  com.google.inject.spi.Message
 320:           128           9216  java.lang.invoke.DirectMethodHandle$Accessor (java.base@21.0.6)
 321:           228           9120  com.google.inject.spi.InjectionPoint
 322:           224           8960  com.fasterxml.jackson.databind.PropertyName
 323:            26           8944  io.grpc.netty.NettyServerHandler
 324:           139           8896  com.google.inject.internal.SingletonScope$1
 325:           185           8880  sun.reflect.generics.tree.MethodTypeSignature (java.base@21.0.6)
 326:           250           8776  [Lcom.google.protobuf.Descriptors$FieldDescriptor;
 327:           216           8640  io.grpc.netty.WriteBufferingAndExceptionHandler
 328:           268           8576  io.netty.handler.codec.http2.DefaultHttp2Connection$DefaultStream$PropertyMap
 329:           268           8576  io.netty.handler.codec.http2.DefaultHttp2Connection$PropertyKeyRegistry
 330:           268           8576  io.netty.handler.codec.http2.DefaultHttp2RemoteFlowController$WritabilityMonitor
 331:           268           8576  io.netty.handler.codec.http2.HpackHuffmanDecoder
 332:           268           8576  io.netty.handler.codec.http2.HpackHuffmanEncoder$EncodedLengthProcessor
 333:           268           8576  io.netty.handler.codec.http2.Http2FrameLogger
 334:           268           8576  io.netty.handler.codec.http2.Http2InboundFrameLogger
 335:           268           8576  io.netty.handler.codec.http2.Http2OutboundFrameLogger
 336:           268           8576  kotlin.reflect.jvm.internal.impl.types.IndexedParametersSubstitution
 337:           213           8520  jdk.internal.reflect.DirectMethodHandleAccessor (java.base@21.0.6)
 338:           213           8520  org.glassfish.jersey.server.internal.routing.WildcardMethodSelectingRouter$ConsumesProducesAcceptor
 339:           132           8448  com.aerospike.vector.index.BatchIndexMetadata
 340:            34           8432  io.netty.channel.epoll.EpollEventLoop
 341:           208           8320  com.sun.jmx.mbeanserver.ConvertingMethod (java.management@21.0.6)
 342:           173           8304  java.lang.module.ModuleDescriptor$Requires (java.base@21.0.6)
 343:           170           8160  com.google.inject.spi.ElementSource
 344:           169           8112  com.fasterxml.jackson.databind.introspect.AnnotatedField
 345:           200           8000  io.undertow.util.HttpString
 346:           111           7992  java.net.NetworkInterface (java.base@21.0.6)
 347:           332           7968  jdk.internal.reflect.DirectConstructorHandleAccessor (java.base@21.0.6)
 348:            71           7952  java.lang.module.ModuleDescriptor (java.base@21.0.6)
 349:           165           7920  java.lang.Thread$FieldHolder (java.base@21.0.6)
 350:           110           7920  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@21.0.6)
 351:           329           7896  com.google.common.collect.RegularImmutableList
 352:           164           7872  com.aerospike.vector.client.proto.IndexId
 353:           123           7872  com.google.inject.internal.MembersInjectorImpl
 354:           328           7872  java.lang.Character$UnicodeBlock (java.base@21.0.6)
 355:            97           7760  java.lang.StackTraceElement (java.base@21.0.6)
 356:           242           7744  io.grpc.internal.AtomicBackoff$State
 357:           242           7744  io.grpc.internal.InternalSubchannel$CallTracingTransport
 358:           242           7744  io.grpc.internal.InternalSubchannel$TransportListener
 359:           242           7744  io.grpc.netty.NettyChannelBuilder$NettyTransportFactory$1
 360:           242           7744  io.grpc.netty.NettyClientHandler$1
 361:           242           7744  io.grpc.netty.NettyClientHandler$2
 362:           320           7680  com.google.inject.Key$AnnotationInstanceStrategy
 363:           320           7680  java.util.HashMap$EntrySet (java.base@21.0.6)
 364:            87           7656  io.netty.channel.ChannelOutboundBuffer$Entry
 365:            93           7616  [Ljava.security.ProtectionDomain; (java.base@21.0.6)
 366:           238           7616  java.util.ImmutableCollections$Set12 (java.base@21.0.6)
 367:           134           7504  kotlin.reflect.jvm.internal.impl.resolve.scopes.SubstitutingScope
 368:           186           7440  org.glassfish.hk2.utilities.cache.LRUHybridCache$HybridCacheEntryImpl
 369:           103           7416  kotlin.reflect.jvm.internal.impl.storage.LockBasedStorageManager$5
